time,env_temp,rh
2020-10-19 02:58:00,77.464,59.131
2020-10-19 02:59:00,77.464,59.131
2020-10-19 03:00:00,77.464,59.131
2020-10-19 03:01:00,77.464,59.131
2020-10-19 03:02:00,77.421,59.158
2020-10-19 03:03:00,77.464,59.162
2020-10-19 03:04:00,77.464,59.162
2020-10-19 03:05:00,77.464,59.162
2020-10-19 03:06:00,77.464,59.193000000000005
2020-10-19 03:07:00,77.464,59.162
2020-10-19 03:08:00,77.464,59.193000000000005
2020-10-19 03:09:00,77.464,59.193000000000005
2020-10-19 03:10:00,77.464,59.193000000000005
2020-10-19 03:11:00,77.464,59.162
2020-10-19 03:12:00,77.464,59.193000000000005
2020-10-19 03:13:00,77.509,59.196999999999996
2020-10-19 03:14:00,77.509,59.196999999999996
2020-10-19 03:15:00,77.509,59.196999999999996
2020-10-19 03:16:00,77.509,59.228
2020-10-19 03:17:00,77.509,59.196999999999996
2020-10-19 03:18:00,77.509,59.228
2020-10-19 03:19:00,77.509,59.228
2020-10-19 03:20:00,77.509,59.228
2020-10-19 03:21:00,77.509,59.228
2020-10-19 03:22:00,77.509,59.196999999999996
2020-10-19 03:23:00,77.553,59.232
2020-10-19 03:24:00,77.553,59.201
2020-10-19 03:25:00,77.553,59.201
2020-10-19 03:26:00,77.553,59.201
2020-10-19 03:27:00,77.553,59.232
2020-10-19 03:28:00,77.553,59.232
2020-10-19 03:29:00,77.553,59.232
2020-10-19 03:30:00,77.553,59.232
2020-10-19 03:31:00,77.596,59.235
2020-10-19 03:32:00,77.596,59.235
2020-10-19 03:33:00,77.596,59.20399999999999
2020-10-19 03:34:00,77.596,59.20399999999999
2020-10-19 03:35:00,77.596,59.235
2020-10-19 03:36:00,77.596,59.235
2020-10-19 03:37:00,77.596,59.235
2020-10-19 03:38:00,77.596,59.20399999999999
2020-10-19 03:39:00,77.596,59.235
2020-10-19 03:40:00,77.596,59.20399999999999
2020-10-19 03:41:00,77.596,59.20399999999999
2020-10-19 03:42:00,77.596,59.235
2020-10-19 03:43:00,77.596,59.235
2020-10-19 03:44:00,77.639,59.208
2020-10-19 03:45:00,77.596,59.235
2020-10-19 03:46:00,77.639,59.239
2020-10-19 03:47:00,77.639,59.208
2020-10-19 03:48:00,77.639,59.208
2020-10-19 03:49:00,77.639,59.208
2020-10-19 03:50:00,77.639,59.208
2020-10-19 03:51:00,77.639,59.239
2020-10-19 03:52:00,77.639,59.208
2020-10-19 03:53:00,77.639,59.208
2020-10-19 03:54:00,77.639,59.208
2020-10-19 03:55:00,77.639,59.208
2020-10-19 03:56:00,77.639,59.208
2020-10-19 03:57:00,77.639,59.208
2020-10-19 03:58:00,77.639,59.208
2020-10-19 03:59:00,77.639,59.208
2020-10-19 04:00:00,77.639,59.208
2020-10-19 04:01:00,77.639,59.239
2020-10-19 04:02:00,77.639,59.239
2020-10-19 04:03:00,77.639,59.208
2020-10-19 04:04:00,77.639,59.208
2020-10-19 04:05:00,77.639,59.208
2020-10-19 04:06:00,77.639,59.239
2020-10-19 04:07:00,77.639,59.208
2020-10-19 04:08:00,77.639,59.208
2020-10-19 04:09:00,77.639,59.208
2020-10-19 04:10:00,77.639,59.208
2020-10-19 04:11:00,77.639,59.208
2020-10-19 04:12:00,77.639,59.239
2020-10-19 04:13:00,77.639,59.208
2020-10-19 04:14:00,77.639,59.208
2020-10-19 04:15:00,77.639,59.208
2020-10-19 04:16:00,77.639,59.208
2020-10-19 04:17:00,77.639,59.208
2020-10-19 04:18:00,77.639,59.208
2020-10-19 04:19:00,77.639,59.208
2020-10-19 04:20:00,77.639,59.239
2020-10-19 04:21:00,77.639,59.208
2020-10-19 04:22:00,77.639,59.208
2020-10-19 04:23:00,77.639,59.208
2020-10-19 04:24:00,77.639,59.208
2020-10-19 04:25:00,77.639,59.208
2020-10-19 04:26:00,77.639,59.239
2020-10-19 04:27:00,77.639,59.239
2020-10-19 04:28:00,77.639,59.208
2020-10-19 04:29:00,77.639,59.208
2020-10-19 04:30:00,77.639,59.208
2020-10-19 04:31:00,77.596,59.20399999999999
2020-10-19 04:32:00,77.639,59.239
2020-10-19 04:33:00,77.596,59.20399999999999
2020-10-19 04:34:00,77.596,59.20399999999999
2020-10-19 04:35:00,77.596,59.20399999999999
2020-10-19 04:36:00,77.596,59.20399999999999
2020-10-19 04:37:00,77.596,59.20399999999999
2020-10-19 04:38:00,77.596,59.20399999999999
2020-10-19 04:39:00,77.596,59.20399999999999
2020-10-19 04:40:00,77.596,59.20399999999999
2020-10-19 04:41:00,77.596,59.20399999999999
2020-10-19 04:42:00,77.596,59.20399999999999
2020-10-19 04:43:00,77.596,59.20399999999999
2020-10-19 04:44:00,77.596,59.20399999999999
2020-10-19 04:45:00,77.596,59.20399999999999
2020-10-19 04:46:00,77.596,59.20399999999999
2020-10-19 04:47:00,77.596,59.20399999999999
2020-10-19 04:48:00,77.596,59.20399999999999
2020-10-19 04:49:00,77.596,59.20399999999999
2020-10-19 04:50:00,77.553,59.201
2020-10-19 04:51:00,77.596,59.20399999999999
2020-10-19 04:52:00,77.596,59.235
2020-10-19 04:53:00,77.596,59.20399999999999
2020-10-19 04:54:00,77.553,59.232
2020-10-19 04:55:00,77.553,59.201
2020-10-19 04:56:00,77.553,59.201
2020-10-19 04:57:00,77.553,59.232
2020-10-19 04:58:00,77.553,59.201
2020-10-19 04:59:00,77.553,59.201
2020-10-19 05:00:00,77.553,59.201
2020-10-19 05:01:00,77.553,59.232
2020-10-19 05:02:00,77.553,59.201
2020-10-19 05:03:00,77.553,59.232
2020-10-19 05:04:00,77.553,59.201
2020-10-19 05:05:00,77.553,59.232
2020-10-19 05:06:00,77.553,59.201
2020-10-19 05:07:00,77.553,59.232
2020-10-19 05:08:00,77.509,59.228
2020-10-19 05:09:00,77.553,59.201
2020-10-19 05:10:00,77.509,59.228
2020-10-19 05:11:00,77.509,59.228
2020-10-19 05:12:00,77.509,59.196999999999996
2020-10-19 05:13:00,77.509,59.228
2020-10-19 05:14:00,77.509,59.228
2020-10-19 05:15:00,77.509,59.228
2020-10-19 05:16:00,77.509,59.228
2020-10-19 05:17:00,77.509,59.228
2020-10-19 05:18:00,77.509,59.228
2020-10-19 05:19:00,77.509,59.228
2020-10-19 05:20:00,77.509,59.228
2020-10-19 05:21:00,77.509,59.228
2020-10-19 05:22:00,77.509,59.228
2020-10-19 05:23:00,77.509,59.228
2020-10-19 05:24:00,77.509,59.196999999999996
2020-10-19 05:25:00,77.509,59.228
2020-10-19 05:26:00,77.509,59.228
2020-10-19 05:27:00,77.464,59.224
2020-10-19 05:28:00,77.464,59.193000000000005
2020-10-19 05:29:00,77.464,59.224
2020-10-19 05:30:00,77.464,59.224
2020-10-19 05:31:00,77.464,59.255
2020-10-19 05:32:00,77.464,59.224
2020-10-19 05:33:00,77.464,59.224
2020-10-19 05:34:00,77.464,59.224
2020-10-19 05:35:00,77.464,59.224
2020-10-19 05:36:00,77.464,59.224
2020-10-19 05:37:00,77.464,59.224
2020-10-19 05:38:00,77.464,59.224
2020-10-19 05:39:00,77.464,59.255
2020-10-19 05:40:00,77.421,59.22
2020-10-19 05:41:00,77.421,59.22
2020-10-19 05:42:00,77.421,59.22
2020-10-19 05:43:00,77.421,59.251000000000005
2020-10-19 05:44:00,77.421,59.22
2020-10-19 05:45:00,77.421,59.22
2020-10-19 05:46:00,77.421,59.22
2020-10-19 05:47:00,77.421,59.251000000000005
2020-10-19 05:48:00,77.421,59.251000000000005
2020-10-19 05:49:00,77.421,59.22
2020-10-19 05:50:00,77.421,59.251000000000005
2020-10-19 05:51:00,77.421,59.22
2020-10-19 05:52:00,77.421,59.22
2020-10-19 05:53:00,77.421,59.22
2020-10-19 05:54:00,77.421,59.22
2020-10-19 05:55:00,77.378,59.248000000000005
2020-10-19 05:56:00,77.378,59.248000000000005
2020-10-19 05:57:00,77.378,59.248000000000005
2020-10-19 05:58:00,77.378,59.217
2020-10-19 05:59:00,77.378,59.248000000000005
2020-10-19 06:00:00,77.378,59.248000000000005
2020-10-19 06:01:00,77.378,59.248000000000005
2020-10-19 06:02:00,77.378,59.217
2020-10-19 06:03:00,77.378,59.248000000000005
2020-10-19 06:04:00,77.378,59.217
2020-10-19 06:05:00,77.335,59.213
2020-10-19 06:06:00,77.378,59.248000000000005
2020-10-19 06:07:00,77.335,59.244
2020-10-19 06:08:00,77.335,59.244
2020-10-19 06:09:00,77.335,59.244
2020-10-19 06:10:00,77.335,59.244
2020-10-19 06:11:00,77.335,59.244
2020-10-19 06:12:00,77.335,59.244
2020-10-19 06:13:00,77.335,59.244
2020-10-19 06:14:00,77.335,59.244
2020-10-19 06:15:00,77.335,59.244
2020-10-19 06:16:00,77.335,59.275
2020-10-19 06:17:00,77.335,59.244
2020-10-19 06:18:00,77.335,59.244
2020-10-19 06:19:00,77.292,59.24
2020-10-19 06:20:00,77.292,59.271
2020-10-19 06:21:00,77.292,59.24
2020-10-19 06:22:00,77.292,59.24
2020-10-19 06:23:00,77.292,59.24
2020-10-19 06:24:00,77.292,59.24
2020-10-19 06:25:00,77.292,59.24
2020-10-19 06:26:00,77.292,59.24
2020-10-19 06:27:00,77.292,59.24
2020-10-19 06:28:00,77.247,59.266999999999996
2020-10-19 06:29:00,77.247,59.266999999999996
2020-10-19 06:30:00,77.247,59.236000000000004
2020-10-19 06:31:00,77.247,59.236000000000004
2020-10-19 06:32:00,77.247,59.266999999999996
2020-10-19 06:33:00,77.247,59.266999999999996
2020-10-19 06:34:00,77.247,59.236000000000004
2020-10-19 06:35:00,77.247,59.266999999999996
2020-10-19 06:36:00,77.247,59.266999999999996
2020-10-19 06:37:00,77.247,59.298
2020-10-19 06:38:00,77.247,59.266999999999996
2020-10-19 06:39:00,77.203,59.263000000000005
2020-10-19 06:40:00,77.203,59.263000000000005
2020-10-19 06:41:00,77.247,59.266999999999996
2020-10-19 06:42:00,77.203,59.294
2020-10-19 06:43:00,77.203,59.294
2020-10-19 06:44:00,77.203,59.263000000000005
2020-10-19 06:45:00,77.203,59.263000000000005
2020-10-19 06:46:00,77.203,59.294
2020-10-19 06:47:00,77.203,59.294
2020-10-19 06:48:00,77.203,59.294
2020-10-19 06:49:00,77.203,59.263000000000005
2020-10-19 06:50:00,77.16,59.291000000000004
2020-10-19 06:51:00,77.203,59.294
2020-10-19 06:52:00,77.16,59.291000000000004
2020-10-19 06:53:00,77.16,59.291000000000004
2020-10-19 06:54:00,77.16,59.291000000000004
2020-10-19 06:55:00,77.16,59.291000000000004
2020-10-19 06:56:00,77.16,59.291000000000004
2020-10-19 06:57:00,77.16,59.291000000000004
2020-10-19 06:58:00,77.16,59.291000000000004
2020-10-19 06:59:00,77.16,59.291000000000004
2020-10-19 07:00:00,77.16,59.291000000000004
2020-10-19 07:01:00,77.16,59.291000000000004
2020-10-19 07:02:00,77.117,59.318000000000005
2020-10-19 07:03:00,77.117,59.287
2020-10-19 07:04:00,77.117,59.287
2020-10-19 07:05:00,77.117,59.287
2020-10-19 07:06:00,77.117,59.287
2020-10-19 07:07:00,77.117,59.287
2020-10-19 07:08:00,77.117,59.287
2020-10-19 07:09:00,77.117,59.318000000000005
2020-10-19 07:10:00,77.117,59.287
2020-10-19 07:11:00,77.117,59.287
2020-10-19 07:12:00,77.072,59.31399999999999
2020-10-19 07:13:00,77.072,59.31399999999999
2020-10-19 07:14:00,77.072,59.283
2020-10-19 07:15:00,77.072,59.283
2020-10-19 07:16:00,77.072,59.31399999999999
2020-10-19 07:17:00,77.072,59.31399999999999
2020-10-19 07:18:00,77.072,59.31399999999999
2020-10-19 07:19:00,77.072,59.31399999999999
2020-10-19 07:20:00,77.072,59.31399999999999
2020-10-19 07:21:00,77.072,59.345
2020-10-19 07:22:00,77.029,59.341
2020-10-19 07:23:00,77.072,59.31399999999999
2020-10-19 07:24:00,77.029,59.31
2020-10-19 07:25:00,77.029,59.31
2020-10-19 07:26:00,77.029,59.31
2020-10-19 07:27:00,77.029,59.31
2020-10-19 07:28:00,77.029,59.31
2020-10-19 07:29:00,77.029,59.31
2020-10-19 07:30:00,77.029,59.341
2020-10-19 07:31:00,77.029,59.341
2020-10-19 07:32:00,76.986,59.306999999999995
2020-10-19 07:33:00,77.029,59.341
2020-10-19 07:34:00,76.986,59.336999999999996
2020-10-19 07:35:00,76.986,59.336999999999996
2020-10-19 07:36:00,76.986,59.306999999999995
2020-10-19 07:37:00,76.986,59.336999999999996
2020-10-19 07:38:00,76.986,59.336999999999996
2020-10-19 07:39:00,76.986,59.336999999999996
2020-10-19 07:40:00,76.986,59.336999999999996
2020-10-19 07:41:00,76.942,59.333999999999996
2020-10-19 07:42:00,76.942,59.333999999999996
2020-10-19 07:43:00,76.942,59.333999999999996
2020-10-19 07:44:00,76.942,59.333999999999996
2020-10-19 07:45:00,76.942,59.333999999999996
2020-10-19 07:46:00,76.899,59.33
2020-10-19 07:47:00,76.899,59.33
2020-10-19 07:48:00,76.899,59.361000000000004
2020-10-19 07:49:00,76.899,59.33
2020-10-19 07:50:00,76.899,59.361000000000004
2020-10-19 07:51:00,76.899,59.33
2020-10-19 07:52:00,76.899,59.361000000000004
2020-10-19 07:53:00,76.899,59.361000000000004
2020-10-19 07:54:00,76.899,59.33
2020-10-19 07:55:00,76.899,59.361000000000004
2020-10-19 07:56:00,76.899,59.361000000000004
2020-10-19 07:57:00,76.899,59.361000000000004
2020-10-19 07:58:00,76.899,59.361000000000004
2020-10-19 07:59:00,76.899,59.361000000000004
2020-10-19 08:00:00,76.854,59.357
2020-10-19 08:01:00,76.854,59.357
2020-10-19 08:02:00,76.899,59.361000000000004
2020-10-19 08:03:00,76.854,59.357
2020-10-19 08:04:00,76.854,59.357
2020-10-19 08:05:00,76.854,59.388000000000005
2020-10-19 08:06:00,76.854,59.357
2020-10-19 08:07:00,76.854,59.388000000000005
2020-10-19 08:08:00,76.854,59.388000000000005
2020-10-19 08:09:00,76.854,59.357
2020-10-19 08:10:00,76.854,59.388000000000005
2020-10-19 08:11:00,76.854,59.388000000000005
2020-10-19 08:12:00,76.854,59.388000000000005
2020-10-19 08:13:00,76.811,59.38399999999999
2020-10-19 08:14:00,76.811,59.38399999999999
2020-10-19 08:15:00,76.811,59.353
2020-10-19 08:16:00,76.811,59.415
2020-10-19 08:17:00,76.854,59.388000000000005
2020-10-19 08:18:00,76.811,59.38399999999999
2020-10-19 08:19:00,76.811,59.38399999999999
2020-10-19 08:20:00,76.811,59.38399999999999
2020-10-19 08:21:00,76.811,59.415
2020-10-19 08:22:00,76.811,59.415
2020-10-19 08:23:00,76.811,59.38399999999999
2020-10-19 08:24:00,76.811,59.38399999999999
2020-10-19 08:25:00,76.811,59.415
2020-10-19 08:26:00,76.811,59.415
2020-10-19 08:27:00,76.811,59.415
2020-10-19 08:28:00,76.811,59.415
2020-10-19 08:29:00,76.811,59.415
2020-10-19 08:30:00,76.811,59.38399999999999
2020-10-19 08:31:00,76.811,59.415
2020-10-19 08:32:00,76.811,59.415
2020-10-19 08:33:00,76.811,59.415
2020-10-19 08:34:00,76.811,59.415
2020-10-19 08:35:00,76.811,59.415
2020-10-19 08:36:00,76.768,59.38
2020-10-19 08:37:00,76.768,59.411
2020-10-19 08:38:00,76.768,59.411
2020-10-19 08:39:00,76.768,59.411
2020-10-19 08:40:00,76.768,59.442
2020-10-19 08:41:00,76.768,59.411
2020-10-19 08:42:00,76.768,59.411
2020-10-19 08:43:00,76.768,59.442
2020-10-19 08:44:00,76.768,59.411
2020-10-19 08:45:00,76.768,59.411
2020-10-19 08:46:00,76.768,59.442
2020-10-19 08:47:00,76.768,59.442
2020-10-19 08:48:00,76.768,59.442
2020-10-19 08:49:00,76.768,59.473
2020-10-19 08:50:00,76.768,59.442
2020-10-19 08:51:00,76.768,59.442
2020-10-19 08:52:00,76.768,59.442
2020-10-19 08:53:00,76.768,59.442
2020-10-19 08:54:00,76.768,59.473
2020-10-19 08:55:00,76.768,59.473
2020-10-19 08:56:00,76.768,59.473
2020-10-19 08:57:00,76.768,59.442
2020-10-19 08:58:00,76.725,59.468999999999994
2020-10-19 08:59:00,76.725,59.468999999999994
2020-10-19 09:00:00,76.768,59.473
2020-10-19 09:01:00,76.725,59.468999999999994
2020-10-19 09:02:00,76.725,59.468999999999994
2020-10-19 09:03:00,76.725,59.438
2020-10-19 09:04:00,76.768,59.504
2020-10-19 09:05:00,76.725,59.468999999999994
2020-10-19 09:06:00,76.725,59.438
2020-10-19 09:07:00,76.725,59.468999999999994
2020-10-19 09:08:00,76.725,59.5
2020-10-19 09:09:00,76.725,59.468999999999994
2020-10-19 09:10:00,76.725,59.468999999999994
2020-10-19 09:11:00,76.725,59.468999999999994
2020-10-19 09:12:00,76.725,59.5
2020-10-19 09:13:00,76.725,59.468999999999994
2020-10-19 09:14:00,76.725,59.468999999999994
2020-10-19 09:15:00,76.725,59.5
2020-10-19 09:16:00,76.725,59.5
2020-10-19 09:17:00,76.725,59.468999999999994
2020-10-19 09:18:00,76.725,59.5
2020-10-19 09:19:00,76.725,59.5
2020-10-19 09:20:00,76.725,59.5
2020-10-19 09:21:00,76.725,59.5
2020-10-19 09:22:00,76.725,59.5
2020-10-19 09:23:00,76.725,59.5
2020-10-19 09:24:00,76.725,59.5
2020-10-19 09:25:00,76.725,59.5
2020-10-19 09:26:00,76.681,59.496
2020-10-19 09:27:00,76.681,59.496
2020-10-19 09:28:00,76.725,59.531000000000006
2020-10-19 09:29:00,76.681,59.496
2020-10-19 09:30:00,76.725,59.531000000000006
2020-10-19 09:31:00,76.681,59.527
2020-10-19 09:32:00,76.725,59.5
2020-10-19 09:33:00,76.725,59.5
2020-10-19 09:34:00,76.681,59.527
2020-10-19 09:35:00,76.681,59.527
2020-10-19 09:36:00,76.681,59.527
2020-10-19 09:37:00,76.681,59.527
2020-10-19 09:38:00,76.681,59.527
2020-10-19 09:39:00,76.681,59.496
2020-10-19 09:40:00,76.681,59.527
2020-10-19 09:41:00,76.681,59.527
2020-10-19 09:42:00,76.681,59.558
2020-10-19 09:43:00,76.681,59.558
2020-10-19 09:44:00,76.681,59.527
2020-10-19 09:45:00,76.681,59.527
2020-10-19 09:46:00,76.681,59.558
2020-10-19 09:47:00,76.681,59.527
2020-10-19 09:48:00,76.681,59.558
2020-10-19 09:49:00,76.681,59.558
2020-10-19 09:50:00,76.681,59.558
2020-10-19 09:51:00,76.681,59.558
2020-10-19 09:52:00,76.681,59.558
2020-10-19 09:53:00,76.681,59.589
2020-10-19 09:54:00,76.681,59.589
2020-10-19 09:55:00,76.681,59.558
2020-10-19 09:56:00,76.725,59.593
2020-10-19 09:57:00,76.681,59.558
2020-10-19 09:58:00,76.681,59.62
2020-10-19 09:59:00,76.681,59.589
2020-10-19 10:00:00,76.681,59.589
2020-10-19 10:01:00,76.681,59.589
2020-10-19 10:02:00,76.681,59.589
2020-10-19 10:03:00,76.725,59.623999999999995
2020-10-19 10:04:00,76.725,59.593
2020-10-19 10:05:00,76.681,59.589
2020-10-19 10:06:00,76.681,59.62
2020-10-19 10:07:00,76.725,59.593
2020-10-19 10:08:00,76.725,59.623999999999995
2020-10-19 10:09:00,76.725,59.623999999999995
2020-10-19 10:10:00,76.725,59.593
2020-10-19 10:11:00,76.725,59.623999999999995
2020-10-19 10:12:00,76.725,59.623999999999995
2020-10-19 10:13:00,76.725,59.623999999999995
2020-10-19 10:14:00,76.725,59.623999999999995
2020-10-19 10:15:00,76.725,59.623999999999995
2020-10-19 10:16:00,76.725,59.623999999999995
2020-10-19 10:17:00,76.725,59.623999999999995
2020-10-19 10:18:00,76.725,59.653999999999996
2020-10-19 10:19:00,76.725,59.623999999999995
2020-10-19 10:20:00,76.725,59.623999999999995
2020-10-19 10:21:00,76.725,59.623999999999995
